TICKER	NAME	EXCHANGE
ATSG	Air Transport Services Group	NASDAQ
AMCN	AirMedia Group Inc	NASDAQ
AIXG	Aixtron SE	NASDAQ
AKAM	Akamai Technologies	NASDAQ
AKRX	Akorn	NASDAQ
ALSK	Alaska Communications Systems Group	NASDAQ
AMRI	Albany Molecular Research	NASDAQ
ALCS	ALCO Stores	NASDAQ
ADHD	Alcobra Ltd.	NASDAQ
ALXN	Alexion Pharmaceuticals	NASDAQ
ALXA	Alexza Pharmaceuticals	NASDAQ
ALCO	Alico	NASDAQ
ALGN	Align Technology	NASDAQ
ALIM	Alimera Sciences	NASDAQ
ALKS	Alkermes plc	NASDAQ
ALGT	Allegiant Travel Company	NASDAQ
ALLB	Alliance Bancorp	NASDAQ
AFOP	Alliance Fiber Optic Products	NASDAQ
AIQ	Alliance HealthCare Services	NASDAQ
AHGP	Alliance Holdings GP	NASDAQ
ARLP	Alliance Resource Partners	NASDAQ
AHPI	Allied Healthcare Products	NASDAQ
AMOT	Allied Motion Technologies	NASDAQ
ALLT	Allot Communications Ltd.	NASDAQ
MDRX	Allscripts Healthcare Solutions	NASDAQ
AFAM	Almost Family Inc	NASDAQ
ALNY	Alnylam Pharmaceuticals	NASDAQ
AOSL	Alpha and Omega Semiconductor Limited	NASDAQ
ATEC	Alphatec Holdings	NASDAQ
ASDR	ALPS ETF Trust VelocityShares Emerging Asia DR ETF	NASDAQ
EMDR	ALPS ETF Trust VelocityShares Emerging Markets DR ETF	NASDAQ
RUDR	ALPS ETF Trust VelocityShares Russia Select DR ETF	NASDAQ
ALTI	Altair Nanotechnologies Inc.	NASDAQ
ALTR	Altera Corporation	NASDAQ
ASPS	Altisource Portfolio Solutions S.A.	NASDAQ
APSA	Alto Palermo S.A.	NASDAQ
AIMC	Altra Holdings	NASDAQ
ALVR	Alvarion Ltd.	NASDAQ
AMAG	AMAG Pharmaceuticals	NASDAQ
AMRN	Amarin Corporation PLC	NASDAQ
AMZN	Amazon.com	NASDAQ
AMBC	Ambac Financial Group	NASDAQ
AMBCW	Ambac Financial Group	NASDAQ
AMBA	Ambarella	NASDAQ
EPAX	Ambassadors Group	NASDAQ
AMBT	Ambient Corporation	NASDAQ
AMBI	Ambit Biosciences Corporation	NASDAQ
AMCX	AMC Networks Inc.	NASDAQ
AMED	Amedisys Inc	NASDAQ
UHAL	Amerco	NASDAQ
ASBI	Ameriana Bancorp	NASDAQ
ATAX	America First Tax Exempt Investors	NASDAQ
AMOV	America Movil	NASDAQ
AGNC	American Capital Agency Corp.	NASDAQ
AGNCP	American Capital Agency Corp.	NASDAQ
MTGE	American Capital Mortgage Investment Corp.	NASDAQ
ACAS	American Capital	NASDAQ
ANCI	American Caresource Holdings Inc	NASDAQ
AETI	American Electric Technologies	NASDAQ
AMIC	American Independence Corp.	NASDAQ
AMNB	American National Bankshares	NASDAQ
ANAT	American National Insurance Company	NASDAQ
APFC	American Pacific Corporation	NASDAQ
APEI	American Public Education	NASDAQ
ARII	American Railcar Industries	NASDAQ
ARCP	American Realty Capital Properties	NASDAQ
AMRB	American River Bankshares	NASDAQ
ASEI	American Science and Engineering	NASDAQ
AMSWA	American Software	NASDAQ
AMSC	American Superconductor Corporation	NASDAQ
AMWD	American Woodmark Corporation	NASDAQ
CRMT	America+ACYAIw-39	NASDAQ
ABCB	Ameris Bancorp	NASDAQ
AMSF	AMERISAFE	NASDAQ
ASRV	AmeriServ Financial Inc.	NASDAQ
ASRVP	AmeriServ Financial Inc.	NASDAQ
ASCA	Ameristar Casinos	NASDAQ
ATLO	Ames National Corporation	NASDAQ
AMGN	Amgen Inc.	NASDAQ
FOLD	Amicus Therapeutics	NASDAQ
AMKR	Amkor Technology	NASDAQ
AMSG	Amsurg Corp.	NASDAQ
ASYS	Amtech Systems	NASDAQ
AFSI	AmTrust Financial Services	NASDAQ
AMRS	Amyris	NASDAQ
ANAC	Anacor Pharmaceuticals	NASDAQ
ANAD	ANADIGICS	NASDAQ
ADI	Analog Devices	NASDAQ
ALOG	Analogic Corporation	NASDAQ
ANLY	Analysts International Corporation	NASDAQ
ANEN	Anaren	NASDAQ
ANCB	Anchor Bancorp	NASDAQ
AMCF	Andatee China Marine Fuel Services Corporation	NASDAQ
ANDA	Andina Acquisition Corporation	NASDAQ
ANDAU	Andina Acquisition Corporation	NASDAQ
ANDAW	Andina Acquisition Corporation	NASDAQ
ANGI	Angie+ACYAIw-39	NASDAQ
ANGO	AngioDynamics	NASDAQ
ANIK	Anika Therapeutics Inc.	NASDAQ
ANSS	ANSYS	NASDAQ
ATRS	Antares Pharma	NASDAQ
ANTH	Anthera Pharmaceuticals	NASDAQ
APAGF	Apco Oil and Gas International Inc.	NASDAQ
ATNY	API Technologies Corp.	NASDAQ
APOG	Apogee Enterprises	NASDAQ
APOL	Apollo Group	NASDAQ
AINV	Apollo Investment Corporation	NASDAQ
AAPL	Apple Inc.	NASDAQ
ARCI	Appliance Recycling Centers of America	NASDAQ
AMAT	Applied Materials	NASDAQ
AMCC	Applied Micro Circuits Corporation	NASDAQ
AREX	Approach Resources Inc.	NASDAQ
APRI	Apricus Biosciences	NASDAQ
AQU	Aquasition Corp.	NASDAQ
AQUUU	Aquasition Corp.	NASDAQ
AQUUW	Aquasition Corp.	NASDAQ
PETX	Aratana Therapeutics	NASDAQ
ARCW	ARC Group Worldwide	NASDAQ
ABIO	ARCA biopharma	NASDAQ
ACGL	Arch Capital Group Ltd.	NASDAQ
ACAT	Arctic Cat Inc.	NASDAQ
ARDNA	Arden Group	NASDAQ
ARNA	Arena Pharmaceuticals	NASDAQ
ARCC	Ares Capital Corporation	NASDAQ
AGII	Argo Group International Holdings	NASDAQ
AGIIL	Argo Group International Holdings	NASDAQ
ARIA	ARIAD Pharmaceuticals	NASDAQ
ARKR	Ark Restaurants Corp.	NASDAQ
ABFS	Arkansas Best Corporation	NASDAQ
ARMH	ARM Holdings plc	NASDAQ
ARTX	Arotech Corporation	NASDAQ
ARQL	ArQule	NASDAQ
ARRY	Array BioPharma Inc.	NASDAQ
ARRS	ARRIS Group	NASDAQ
AROW	Arrow Financial Corporation	NASDAQ
ARWR	Arrowhead Research Corporation	NASDAQ
ARTNA	Artesian Resources Corporation	NASDAQ
ARTC	ArthroCare Corporation	NASDAQ
ARTW	Art+ACYAIw-39	NASDAQ
ARUN	Aruba Networks	NASDAQ
ASBB	ASB Bancorp	NASDAQ
ASNA	Ascena Retail Group	NASDAQ
ASCMA	Ascent Capital Group	NASDAQ
ASTI	Ascent Solar Technologies	NASDAQ
AERL	Asia Entertainment +ACY- Resources Ltd	NASDAQ
APWC	Asia Pacific Wire +ACY- Cable Corporation Limited	NASDAQ
ASIA	AsiaInfo+AC0-Linkage	NASDAQ
ASMI	ASM International N.V.	NASDAQ
ASML	ASML Holding N.V.	NASDAQ
AZPN	Aspen Technology	NASDAQ
ASBC	Associated Banc+AC0-Corp	NASDAQ
ASBCW	Associated Banc+AC0-Corp	NASDAQ
ASFI	Asta Funding	NASDAQ
ATEA	Astea International	NASDAQ
ASTE	Astec Industries	NASDAQ
ASTX	Astex Pharmaceuticals	NASDAQ
ALOT	Astro+AC0-Med	NASDAQ
ATRO	Astronics Corporation	NASDAQ
ASTC	Astrotech Corporation	NASDAQ
ASUR	Asure Software Inc	NASDAQ
ATAI	ATA Inc.	NASDAQ
ATHN	athenahealth	NASDAQ
AFCB	Athens Bancshares Corporation	NASDAQ
ATHX	Athersys	NASDAQ
AAME	Atlantic American Corporation	NASDAQ
ACFC	Atlantic Coast Federal Corporation	NASDAQ
ATNI	Atlantic Tele+AC0-Network	NASDAQ
ATLC	Atlanticus Holdings Corporation	NASDAQ
AAWW	Atlas Air Worldwide Holdings	NASDAQ
AFH	Atlas Financial Holdings	NASDAQ
ATML	Atmel Corporation	NASDAQ
ATMI	ATMI Inc.	NASDAQ
ATOS	Atossa Genetics Inc.	NASDAQ
ATRC	AtriCure	NASDAQ
ATRI	ATRION Corporation	NASDAQ
ATTU	Attunity Ltd.	NASDAQ
AUBN	Auburn National Bancorporation	NASDAQ
ADNC	Audience	NASDAQ
AUDC	AudioCodes Ltd.	NASDAQ
ADAT	Authentidate Holding Corp.	NASDAQ
ABTL	Autobytel Inc.	NASDAQ
ADSK	Autodesk	NASDAQ
ADP	Automatic Data Processing	NASDAQ
AMAP	AutoNavi Holdings Limited	NASDAQ
AUXL	Auxilium Pharmaceuticals	NASDAQ
AVGO	Avago Technologies Limited	NASDAQ
AVNR	Avanir Pharmaceuticals	NASDAQ
AVEO	AVEO Pharmaceuticals	NASDAQ
AVNW	Aviat Networks	NASDAQ
AVID	Avid Technology	NASDAQ
CAR	Avis Budget Group	NASDAQ
AWRE	Aware	NASDAQ
ACLS	Axcelis Technologies	NASDAQ
AXTI	AXT Inc	NASDAQ
BCOM	B Communications Ltd.	NASDAQ
BOSC	B.O.S. Better Online Solutions	NASDAQ
BEAV	B/E Aerospace	NASDAQ
BIDU	Baidu	NASDAQ
BCPC	Balchem Corporation	NASDAQ
BWINA	Baldwin +ACY- Lyons	NASDAQ
BWINB	Baldwin +ACY- Lyons	NASDAQ
BLDP	Ballard Power Systems	NASDAQ
BANF	BancFirst Corporation	NASDAQ
BANFP	BancFirst Corporation	NASDAQ
BKMU	Bank Mutual Corporation	NASDAQ
BOCH	Bank of Commerce Holdings (CA)	NASDAQ
BMRC	Bank of Marin Bancorp	NASDAQ
BKSC	Bank of South Carolina Corp.	NASDAQ
BOTJ	Bank of the James Financial Group	NASDAQ
OZRK	Bank of the Ozarks	NASDAQ
BFIN	BankFinancial Corporation	NASDAQ
BANR	Banner Corporation	NASDAQ
BBSI	Barrett Business Services	NASDAQ
BSET	Bassett Furniture Industries	NASDAQ
BAXS	Baxano Surgical	NASDAQ
BV	Bazaarvoice	NASDAQ
BBCN	BBCN Bancorp	NASDAQ
BCBP	BCB Bancorp	NASDAQ
BCSB	BCSB Bancorp	NASDAQ
BECN	Beacon Roofing Supply	NASDAQ
BBGI	Beasley Broadcast Group	NASDAQ
BEBE	bebe stores	NASDAQ
BBBY	Bed Bath +ACY- Beyond Inc.	NASDAQ
BELFA	Bel Fuse Inc.	NASDAQ
BELFB	Bel Fuse Inc.	NASDAQ
BNCL	Beneficial Mutual Bancorp	NASDAQ
BERK	Berkshire Bancorp	NASDAQ
BGMD	BG Medicine	NASDAQ
BGCP	BGC Partners	NASDAQ
BGSC	BGS Acquisition Corp.	NASDAQ
BGSCU	BGS Acquisition Corp.	NASDAQ
BGSCW	BGS Acquisition Corp.	NASDAQ
BGFV	Big 5 Sporting Goods Corporation	NASDAQ
BASI	Bioanalytical Systems	NASDAQ
BCRX	BioCryst Pharmaceuticals	NASDAQ
BIOD	Biodel Inc.	NASDAQ
BDSI	BioDelivery Sciences International	NASDAQ
BIOF	BioFuel Energy Corp.	NASDAQ
BIIB	Biogen Idec Inc.	NASDAQ
BIOL	Biolase	NASDAQ
BLRX	BioLineRx Ltd.	NASDAQ
BMRN	BioMarin Pharmaceutical Inc.	NASDAQ
BRLI	Bio+AC0-Reference Laboratories	NASDAQ
BPAX	Biosante Pharmaceuticals	NASDAQ
BIOS	BioScrip	NASDAQ
BSTC	BioSpecifics Technologies Corp	NASDAQ
BSPM	Biostar Pharmaceuticals	NASDAQ
BOTA	Biota Pharmaceuticals	NASDAQ
BDMS	Birner Dental Management Services	NASDAQ
BJRI	BJ+ACYAIw-39	NASDAQ
BBOX	Black Box Corporation	NASDAQ
BDE	Black Diamond	NASDAQ
BLKB	Blackbaud	NASDAQ
HAWK	Blackhawk Network Holdings	NASDAQ
BKCC	BlackRock Kelso Capital Corporation	NASDAQ
ADRA	BLDRS Asia 50 ADR Index Fund	NASDAQ
ADRD	BLDRS Developed Markets 100 ADR Index Fund	NASDAQ
ADRE	BLDRS Emerging Markets 50 ADR Index Fund	NASDAQ
ADRU	BLDRS Europe 100 ADR Index Fund	NASDAQ
BLMN	Bloomin+ACYAIw-39	NASDAQ
BCOR	Blucora	NASDAQ
NILE	Blue Nile	NASDAQ
MNGL	Blue Wolf Mongolia Holdings Corp.	NASDAQ
MNGLU	Blue Wolf Mongolia Holdings Corp.	NASDAQ
MNGLW	Blue Wolf Mongolia Holdings Corp.	NASDAQ
BLUE	bluebird bio	NASDAQ
BKEP	Blueknight Energy Partners L.P.	NASDAQ
BKEPP	Blueknight Energy Partners L.P.	NASDAQ
BPHX	BluePhoenix Solutions	NASDAQ
BMC	BMC Software	NASDAQ
BNCN	BNC Bancorp	NASDAQ
BOBE	Bob Evans Farms	NASDAQ
BODY	Body Central Corp.	NASDAQ
BOFI	BofI Holding	NASDAQ
WIFI	Boingo Wireless	NASDAQ
BOKF	BOK Financial Corporation	NASDAQ
BOLT	Bolt Technology Corporation	NASDAQ
BONA	Bona Film Group Limited	NASDAQ
BNSO	Bonso Electronics International	NASDAQ
BAMM	Books+AC0-A+AC0-Million	NASDAQ
BPFH	Boston Private Financial Holdings	NASDAQ
BPFHP	Boston Private Financial Holdings	NASDAQ
BPFHW	Boston Private Financial Holdings	NASDAQ
EPAY	Bottomline Technologies	NASDAQ
BDBD	Boulder Brands	NASDAQ
BBRG	Bravo Brio Restaurant Group	NASDAQ
BBEP	BreitBurn Energy Partners	NASDAQ
BDGE	Bridge Bancorp	NASDAQ
BBNK	Bridge Capital Holdings	NASDAQ
BLIN          	Bridgeline Digital	NASDAQ
BRID	Bridgford Foods Corporation	NASDAQ
BCOV	Brightcove Inc.	NASDAQ
BRCM	Broadcom Corporation	NASDAQ
BSFT	BroadSoft	NASDAQ
BVSN	BroadVision	NASDAQ
BYFC	Broadway Financial Corporation	NASDAQ
BWEN	Broadwind Energy	NASDAQ
BRCD	Brocade Communications Systems	NASDAQ
BRKL	Brookline Bancorp	NASDAQ
BRKS	Brooks Automation	NASDAQ
BRKR	Bruker Corporation	NASDAQ
BMTC	Bryn Mawr Bank Corporation	NASDAQ
BLMT	BSB Bancorp	NASDAQ
BSDM	BSD Medical Corporation	NASDAQ
BSQR	BSQUARE Corporation	NASDAQ
BTUI	BTU International	NASDAQ
BWLD	Buffalo Wild Wings	NASDAQ
BLDR	Builders FirstSource	NASDAQ
BUR	Burcon Nutrascience Corp	NASDAQ
CFFI	C+ACY-F Financial Corporation	NASDAQ
CHRW	C.H. Robinson Worldwide	NASDAQ
CA	CA Inc.	NASDAQ
CCMP	Cabot Microelectronics Corporation	NASDAQ
CACH	Cache	NASDAQ
CDNS	Cadence Design Systems	NASDAQ
CADX	Cadence Pharmaceuticals	NASDAQ
CDZI	Cadiz	NASDAQ
CZR	Caesars Entertainment Corporation	NASDAQ
CSTE	CaesarStone Sdot+AC0-Yam Ltd.	NASDAQ
PRSS	CafePress Inc.	NASDAQ
CLMS	Calamos Asset Management	NASDAQ
CHY	Calamos Convertible and High Income Fund	NASDAQ
CHI	Calamos Convertible Opportunities and Income Fund	NASDAQ
CHW	Calamos Global Dynamic Income Fund	NASDAQ
CGO	Calamos Global Total Return Fund	NASDAQ
CSQ	Calamos Strategic Total Return Fund	NASDAQ
CAMP	CalAmp Corp.	NASDAQ
CVGW	Calavo Growers	NASDAQ
CFNB	California First National Bancorp	NASDAQ
CALD	Callidus Software	NASDAQ
CALM	Cal+AC0-Maine Foods	NASDAQ
CLMT	Calumet Specialty Products Partners	NASDAQ
ABCD	Cambium Learning Group	NASDAQ
CAFI	Camco Financial Corporation	NASDAQ
CAC	Camden National Corporation	NASDAQ
CAMT	Camtek Ltd.	NASDAQ
CSIQ	Canadian Solar Inc.	NASDAQ
CPHC	Canterbury Park Holding Corporation	NASDAQ
CBNJ	Cape Bancorp	NASDAQ
CPLA	Capella Education Company	NASDAQ
CBF	Capital Bank Financial Corp.	NASDAQ
CCBG	Capital City Bank Group	NASDAQ
CPLP	Capital Product Partners L.P.	NASDAQ
CSWC	Capital Southwest Corporation	NASDAQ
CLACU	Capitol Acquisition Corp. II	NASDAQ
CFFN	Capitol Federal Financial	NASDAQ
CPST	Capstone Turbine Corporation	NASDAQ
CARB	Carbonite	NASDAQ
CRDC	Cardica	NASDAQ
CFNL	Cardinal Financial Corporation	NASDAQ
CRME	Cardiome Pharma Corporation	NASDAQ
BEAT	CardioNet	NASDAQ
CSII	Cardiovascular Systems	NASDAQ
CATM	Cardtronics	NASDAQ
CECO	Career Education Corporation	NASDAQ
CKEC	Carmike Cinemas	NASDAQ
CLBH	Carolina Bank Holdings Inc.	NASDAQ
CART	Carolina Trust Bank	NASDAQ
CRZO	Carrizo Oil +ACY- Gas	NASDAQ
CRRB	Carrollton Bancorp	NASDAQ
TAST	Carrols Restaurant Group	NASDAQ
CARV	Carver Bancorp	NASDAQ
CASM	CAS Medical Systems	NASDAQ
CACB	Cascade Bancorp	NASDAQ
CSCD	Cascade Microtech	NASDAQ
CWST	Casella Waste Systems	NASDAQ
CASY	Caseys General Stores	NASDAQ
CASS	Cass Information Systems	NASDAQ
CPRX	Catalyst Pharmaceutical Partners	NASDAQ
CTRX	Catamaran Corporation	NASDAQ
CATY	Cathay General Bancorp	NASDAQ
CVCO	Cavco Industries	NASDAQ
CAVM	Cavium	NASDAQ
CBEY	Cbeyond	NASDAQ
CBOE	CBOE Holdings	NASDAQ
CECE	CECO Environmental Corp.	NASDAQ
CELG	Celgene Corporation	NASDAQ
CELGZ	Celgene Corporation	NASDAQ
CTIC	Cell Therapeutics	NASDAQ
CLDX	Celldex Therapeutics	NASDAQ
CLSN	Celsion Corporation	NASDAQ
CEMP	Cempra	NASDAQ
CNBC	Center Bancorp	NASDAQ
CSFL	CenterState Banks	NASDAQ
CETV	Central European Media Enterprises Ltd.	NASDAQ
CFBK	Central Federal Corporation	NASDAQ
CENT	Central Garden +ACY- Pet Company	NASDAQ
CENTA	Central Garden +ACY- Pet Company	NASDAQ
CVCY	Central Valley Community Bancorp	NASDAQ
CENX	Century Aluminum Company	NASDAQ
CNBKA	Century Bancorp	NASDAQ
CNTY	Century Casinos	NASDAQ
CPHD	CEPHEID	NASDAQ
CRNT	Ceragon Networks Ltd.	NASDAQ
CERE	Ceres	NASDAQ
CERN	Cerner Corporation	NASDAQ
CERS	Cerus Corporation	NASDAQ
CEVA	CEVA	NASDAQ
CITZ	CFS Bancorp	NASDAQ
CYOU	Changyou.com Limited	NASDAQ
HOTR	Chanticleer Holdings	NASDAQ
HOTRW	Chanticleer Holdings	NASDAQ
CTHR	Charles +ACY- Colvard Ltd	NASDAQ
CHRM	Charm Communications Inc.	NASDAQ
CACG	Chart Acquisition Corp.	NASDAQ
CACGU	Chart Acquisition Corp.	NASDAQ
CACGW	Chart Acquisition Corp.	NASDAQ
GTLS	Chart Industries	NASDAQ
CHTR	Charter Communications	NASDAQ
CHFN	Charter Financial Corp.	NASDAQ
CHKP	Check Point Software Technologies Ltd.	NASDAQ
CHTP	Chelsea Therapeutics International	NASDAQ
CEMI	Chembio Diagnostics	NASDAQ
CHFC	Chemical Financial Corporation	NASDAQ
CCXI	ChemoCentryx	NASDAQ
CHMG	Chemung Financial Corp	NASDAQ
CHKE	Cherokee Inc.	NASDAQ
CHEV	Cheviot Financial Corp	NASDAQ
CBNK	Chicopee Bancorp	NASDAQ
CMRX	Chimerix	NASDAQ
CADC	China Advanced Construction Materials Group	NASDAQ
CALI	China Auto Logistics Inc.	NASDAQ
CAAS	China Automotive Systems	NASDAQ
CBAK	China BAK Battery	NASDAQ
CBPO	China Biologic Products	NASDAQ
CCCL	China Ceramics Co.	NASDAQ
JRJC	China Finance Online Co. Limited	NASDAQ
CHOP	China Gerui Advanced Materials Group Limited	NASDAQ
HGSH	China HGS Real Estate	NASDAQ
CHLN	China Housing +ACY- Land Development	NASDAQ
CNIT	China Information Technology	NASDAQ
CJJD	China Jo+AC0-Jo Drugstores	NASDAQ
HTHT	China Lodging Group	NASDAQ
CMGE	China Mobile Games and Entertainment Group Limited	NASDAQ
CHNR	China Natural Resources	NASDAQ
CPSL	China Precision Steel	NASDAQ
CREG	China Recycling Energy Corporation	NASDAQ
CPGI	China Shengda Packaging Group	NASDAQ
CSUN	China Sunergy Co.	NASDAQ
CNTF	China TechFaith Wireless Communication Technology Limited	NASDAQ
CXDC	China XD Plastics Company Limited	NASDAQ
CNYD	China Yida Holding	NASDAQ
CCIH	ChinaCache International Holdings Ltd.	NASDAQ
CEDU	ChinaEdu Corporation	NASDAQ
CNET	ChinaNet Online Holdings	NASDAQ
CHDX	Chindex International	NASDAQ
IMOS	ChipMOS TECHNOLOGIES (Bermuda) LTD.	NASDAQ
CHSCP	CHS Inc	NASDAQ
CHDN	Churchill Downs	NASDAQ
CHUY	Chuy+ACYAIw-39	NASDAQ
CHYR	ChyronHego Corporation	NASDAQ
CIEN	CIENA Corporation	NASDAQ
CIFC	CIFC Corp.	NASDAQ
CIMT	Cimatron	NASDAQ
CINF	Cincinnati Financial Corporation	NASDAQ
CIDM	Cinedigm Digital Cinema Corp	NASDAQ
CTAS	Cintas Corporation	NASDAQ
CRUS	Cirrus Logic	NASDAQ
CISAA	CIS Acquisition Ltd.	NASDAQ
CISAU	CIS Acquisition Ltd.	NASDAQ
CISAW	CIS Acquisition Ltd.	NASDAQ
CSCO	Cisco Systems	NASDAQ
CTRN	Citi Trends	NASDAQ
CZNC	Citizens +ACY- Northern Corp	NASDAQ
CZWI	Citizens Community Bancorp	NASDAQ
CZFC	Citizens First Corporation	NASDAQ
CIZN	Citizens Holding Company	NASDAQ
CTXS	Citrix Systems	NASDAQ
CHCO	City Holding Company	NASDAQ
CWEI	Clayton Williams Energy	NASDAQ
CDTI	Clean Diesel Technologies	NASDAQ
CLNE	Clean Energy Fuels Corp.	NASDAQ
CLNT	Cleantech Solutions International	NASDAQ
CLFD	Clearfield	NASDAQ
CLRO	ClearOne	NASDAQ
CLIR	ClearSign Combustion Corporation	NASDAQ
CLWR	Clearwire Corporation	NASDAQ
CBLI	Cleveland BioLabs	NASDAQ
CKSW	ClickSoftware Technologies Ltd.	NASDAQ
CSBK	Clifton Savings Bancorp	NASDAQ
CLVS	Clovis Oncology	NASDAQ
CME	CME Group Inc.	NASDAQ
CMSB	CMS Bancorp	NASDAQ
CCNE	CNB Financial Corporation	NASDAQ
CISG	CNinsure Inc.	NASDAQ
COA           	Coastal Contacts Inc                    	NASDAQ
COBZ	CoBiz Financial Inc.	NASDAQ
COBR	Cobra Electronics Corporation	NASDAQ
COKE	Coca+AC0-Cola Bottling Co. Consolidated	NASDAQ
CDXS	Codexis	NASDAQ
CVLY	Codorus Valley Bancorp	NASDAQ
JVA	Coffee Holding Co.	NASDAQ
CCOI	Cogent Communications Group	NASDAQ
CGNX	Cognex Corporation	NASDAQ
CTSH	Cognizant Technology Solutions Corporation	NASDAQ
COGO	Cogo Group	NASDAQ
COHR	Coherent	NASDAQ
COHU	Cohu	NASDAQ
CSTR	Coinstar	NASDAQ
CWTR	Coldwater Creek	NASDAQ
CCIX	Coleman Cable	NASDAQ
JACQ	COLLABRIUM JAPAN ACQUISITION CORPORATION	NASDAQ
JACQU	COLLABRIUM JAPAN ACQUISITION CORPORATION	NASDAQ
JACQW	COLLABRIUM JAPAN ACQUISITION CORPORATION	NASDAQ
CLRX	CollabRx	NASDAQ
CLCT	Collectors Universe	NASDAQ
COBK	Colonial Financial Services	NASDAQ
CBAN	Colony Bankcorp	NASDAQ
COLB	Columbia Banking System	NASDAQ
CBRX	Columbia Laboratories	NASDAQ
COLM	Columbia Sportswear Company	NASDAQ
CMCO	Columbus McKinnon Corporation	NASDAQ
CBMX	CombiMatrix Corporation	NASDAQ
CBMXW	CombiMatrix Corporation	NASDAQ
CMCSA	Comcast Corporation	NASDAQ
CMCSK	Comcast Corporation	NASDAQ
CBSH	Commerce Bancshares	NASDAQ
CVGI	Commercial Vehicle Group	NASDAQ
CTCH	Commtouch Software Ltd.	NASDAQ
JCS	Communications Systems	NASDAQ
CBIN	Community Bank Shares of Indiana	NASDAQ
ESXB	Community Bankers Trust Corporation.	NASDAQ
CPBC	Community Partners Bancorp	NASDAQ
CTBI	Community Trust Bancorp	NASDAQ
CWBC	Community West Bancshares	NASDAQ
CVLT	CommVault Systems	NASDAQ
GSJK	Compressco Partners	NASDAQ
CGEN	Compugen Ltd.	NASDAQ
CPSI	Computer Programs and Systems	NASDAQ
CTGX	Computer Task Group	NASDAQ
CPWR	Compuware Corporation	NASDAQ
SCOR	comScore	NASDAQ
CHCI	Comstock Holding Companies	NASDAQ
CMTL	Comtech Telecommunications Corp.	NASDAQ
CNSI	Comverse Inc.	NASDAQ
CNQR	Concur Technologies	NASDAQ
CCUR	Concurrent Computer Corporation	NASDAQ
CNMD	CONMED Corporation	NASDAQ
CTWS	Connecticut Water Service	NASDAQ
CNOB	ConnectOne Bancorp	NASDAQ
CONN	Conn+ACYAIw-39	NASDAQ
CNSL	Consolidated Communications Holdings	NASDAQ
CWCO	Consolidated Water Co. Ltd.	NASDAQ
CTCT	Constant Contact	NASDAQ
CPSS	Consumer Portfolio Services	NASDAQ
CPRT	Copart	NASDAQ
CORT	Corcept Therapeutics Incorporated	NASDAQ
BVA	Cordia Bancorp Inc.	NASDAQ
CORE	Core+AC0-Mark Holding Company	NASDAQ
COCO	Corinthian Colleges	NASDAQ
CSOD	Cornerstone OnDemand	NASDAQ
CRTX	Cornerstone Therapeutics Inc.	NASDAQ
CNDO	Coronado Biosciences	NASDAQ
CRVL	CorVel Corp.	NASDAQ
COSI	Cosi	NASDAQ
CSGP	CoStar Group	NASDAQ
COST	Costco Wholesale Corporation	NASDAQ
CPAH	CounterPath Corporation	NASDAQ
CRRC	Courier Corporation	NASDAQ
CVTI	Covenant Transportation Group	NASDAQ
COWN	Cowen Group	NASDAQ
CRAI	CRA International	NASDAQ
CBRL	Cracker Barrel Old Country Store	NASDAQ
BREW	Craft Brew Alliance	NASDAQ
CRAY	Cray Inc	NASDAQ
CACC	Credit Acceptance Corporation	NASDAQ
GLDI	Credit Suisse Gold Shares Covered Calls ETN	NASDAQ
SLVO	Credit Suisse Silver Shares Covered Call ETN	NASDAQ
CREE	Cree	NASDAQ
CRFN	Crescent Financial Bancshares	NASDAQ
CRESW	Cresud S.A.C.I.F. y A.	NASDAQ
CRESY	Cresud S.A.C.I.F. y A.	NASDAQ
CXPO	Crimson Exploration Inc.	NASDAQ
CROX	Crocs	NASDAQ
ATX	Cross (A.T.) Company	NASDAQ
CCRN	Cross Country Healthcare	NASDAQ
CRDS	Crossroads Systems	NASDAQ
XTXI	Crosstex Energy	NASDAQ
XTEX	Crosstex Energy	NASDAQ
CRWS	Crown Crafts	NASDAQ
CRWN	Crown Media Holdings	NASDAQ
CRMB	Crumbs Bake Shop	NASDAQ
CRMBU	Crumbs Bake Shop	NASDAQ
CRMBW	Crumbs Bake Shop	NASDAQ
CSGS	CSG Systems International	NASDAQ
CSPI	CSP Inc.	NASDAQ
CSRE	CSR plc	NASDAQ
CTCM	CTC Media	NASDAQ
CTIB	CTI Industries Corporation	NASDAQ
CTRP	Ctrip.com International	NASDAQ
CUNB	CU Bancorp (CA)	NASDAQ
CBST	Cubist Pharmaceuticals	NASDAQ
CUI	CUI Global	NASDAQ
CPIX	Cumberland Pharmaceuticals Inc.	NASDAQ
CMLS	Cumulus Media Inc.	NASDAQ
CRIS	Curis	NASDAQ
CUBI	Customers Bancorp	NASDAQ
CUTR	Cutera	NASDAQ
CVBF	CVB Financial Corporation	NASDAQ
CVV	CVD Equipment Corporation	NASDAQ
CYAN	Cyanotech Corporation	NASDAQ
CYBX	Cyberonics	NASDAQ
CYBE	CyberOptics Corporation	NASDAQ
CYCC	Cyclacel Pharmaceuticals	NASDAQ
CYCCP	Cyclacel Pharmaceuticals	NASDAQ
CYNO	Cynosure	NASDAQ
CY	Cypress Semiconductor Corporation	NASDAQ
